"season;race_num;race_name;race_date;drive;car;team;team_group;rank;grid;laps;duration;retired;ptsl;points"
"5;7;2019 Rome;13/04/2019;Oliver Turvey;16;NIO;NIO-NextEV;13;18;29;48616;0;0,0,0;0"
"5;7;2019 Rome;13/04/2019;Jean-Éric Vergne;25;Techeetah-DS;Techeetah;14;16;29;497324;0;0,0,0;0"
"5;7;2019 Rome;13/04/2019;Tom Dillmann;8;NIO;NIO-NextEV;15;20;29;52253;0;0,0,0;0"
"5;7;2019 Rome;13/04/2019;José María López;7;Dragon-Penske;Dragon;16;3;29;+1:10.373;0;0,0,0;0"
"5;7;2019 Rome;13/04/2019;Alexander Sims;27;Andretti-BMW;BMW-Andretti;17;22;29;+1:11.373;0;0,0,0;0"
"5;7;2019 Rome;13/04/2019;Daniel Abt;66;Audi;Audi;99;17;28;99:99.999;1;0,0,0;0"
"5;7;2019 Rome;13/04/2019;Maximilian Günther;6;Dragon-Penske;Dragon;99;5;28;99:99.999;1;0,0,0;0"
"5;7;2019 Rome;13/04/2019;Edoardo Mortara;48;Venturi;Venturi;99;7;8;99:99.999;1;0,0,0;0"
"5;7;2019 Rome;13/04/2019;Felipe Massa;19;Venturi;Venturi;99;9;11;99:99.999;1;0,0,0;0"
"5;7;2019 Rome;13/04/2019;Gary Paffett;17;HWA-Venturi;Mercedes;99;15;1;99:99.999;1;0,0,0;0"
"5;8;2019 Paris;27/04/2019;Robin Frijns;4;Virgin-Audi;Virgin;1;3;32;47:50.510;0;25,0,1;26"
"5;8;2019 Paris;27/04/2019;André Lotterer;36;Techeetah-DS;Techeetah;2;6;32;1373;0;18,0,0;18"
"5;8;2019 Paris;27/04/2019;Daniel Abt;66;Audi;Audi;3;7;32;3175;0;15,0,0;15"
"5;8;2019 Paris;27/04/2019;Lucas di Grassi;11;Audi;Audi;4;8;32;3666;0;12,0,0;12"
"5;8;2019 Paris;27/04/2019;Maximilian Günther;6;Dragon-Penske;Dragon;5;5;32;5456;0;10,0,0;10"
"5;8;2019 Paris;27/04/2019;Jean-Éric Vergne;25;Techeetah-DS;Techeetah;6;12;32;6694;0;8,0,0;8"
"5;8;2019 Paris;27/04/2019;António Félix da Costa;28;Andretti-BMW;BMW-Andretti;7;14;32;7238;0;6,0,0;6"
"5;8;2019 Paris;27/04/2019;Gary Paffett;17;HWA-Venturi;Mercedes;8;17;32;7901;0;4,0,0;4"
"5;8;2019 Paris;27/04/2019;Felipe Massa;19;Venturi;Venturi;9;4;32;10522;0;2,0,0;2"
"5;8;2019 Paris;27/04/2019;Pascal Wehrlein;94;Mahindra;Mahindra;10;22;32;10998;0;1,0,0;1"
"5;8;2019 Paris;27/04/2019;Sam Bird;2;Virgin-Audi;Virgin;11;13;32;11488;0;0,0,0;0"
"5;8;2019 Paris;27/04/2019;Oliver Rowland;22;e.Dams-Nissan;Nissan-Renault;12;1;32;19451;0;0,3,0;3"
"5;8;2019 Paris;27/04/2019;José María López;7;Dragon-Penske;Dragon;13;20;32;24023;0;0,0,0;0"
"5;8;2019 Paris;27/04/2019;Oliver Turvey;16;NIO;NIO-NextEV;14;11;32;+1:22.2261;0;0,0,0;0"
"5;8;2019 Paris;27/04/2019;Sébastien Buemi;23;e.Dams-Nissan;Nissan-Renault;15;2;31;+1 Lap;0;0,0,0;0"
"5;8;2019 Paris;27/04/2019;Mitch Evans;20;Jaguar;Jaguar;16;18;31;+1 Lap;0;0,0,0;0"
"5;8;2019 Paris;27/04/2019;Jérôme d'Ambrosio;64;Mahindra;Mahindra;99;21;29;99:99.999;1;0,0,0;0"
"5;8;2019 Paris;27/04/2019;Alex Lynn;3;Jaguar;Jaguar;99;15;23;99:99.999;1;0,0,0;0"
"5;8;2019 Paris;27/04/2019;Alexander Sims;27;Andretti-BMW;BMW-Andretti;99;16;18;99:99.999;1;0,0,0;0"
"5;8;2019 Paris;27/04/2019;Edoardo Mortara;48;Venturi;Venturi;99;10;23;99:99.999;1;0,0,0;0"
"5;8;2019 Paris;27/04/2019;Stoffel Vandoorne;5;HWA-Venturi;Mercedes;99;19;18;99:99.999;1;0,0,0;0"
"5;8;2019 Paris;27/04/2019;Tom Dillmann;8;NIO;NIO-NextEV;99;9;17;99:99.999;1;0,0,0;0"
"5;9;2019 Monaco;11/05/2019;Jean-Éric Vergne;25;Techeetah-DS;Techeetah;1;1;51;46:05.547;0;25,0,0;25"
"5;9;2019 Monaco;11/05/2019;Oliver Rowland;22;e.Dams-Nissan;Nissan-Renault;2;3;51;+0.201;0;18,3,0;21"
"5;9;2019 Monaco;11/05/2019;Felipe Massa;19;Venturi;Venturi;3;4;51;1261;0;15,0,0;15"
"5;9;2019 Monaco;11/05/2019;Pascal Wehrlein;94;Mahindra;Mahindra;4;2;51;1439;0;12,0,1;13"
"5;9;2019 Monaco;11/05/2019;Sébastien Buemi;23;e.Dams-Nissan;Nissan-Renault;5;5;51;6215;0;10,0,0;10"
"5;9;2019 Monaco;11/05/2019;Mitch Evans;20;Jaguar;Jaguar;6;12;51;16213;0;8,0,0;8"
"5;9;2019 Monaco;11/05/2019;André Lotterer;36;Techeetah-DS;Techeetah;7;20;51;16848;0;6,0,0;6"
"5;9;2019 Monaco;11/05/2019;Alex Lynn;3;Jaguar;Jaguar;8;7;51;18112;0;4,0,0;4"
"5;9;2019 Monaco;11/05/2019;Stoffel Vandoorne;5;HWA-Venturi;Mercedes;9;10;51;18551;0;2,0,0;2"
"5;9;2019 Monaco;11/05/2019;José María López;7;Dragon-Penske;Dragon;10;9;51;18860;0;1,0,0;1"
"5;9;2019 Monaco;11/05/2019;Jérôme d'Ambrosio;64;Mahindra;Mahindra;11;19;51;21488;0;0,0,0;0"
"5;9;2019 Monaco;11/05/2019;Gary Paffett;17;HWA-Venturi;Mercedes;12;17;51;21853;0;0,0,0;0"
"5;9;2019 Monaco;11/05/2019;Alexander Sims;27;Andretti-BMW;BMW-Andretti;13;6;51;26934;0;0,0,0;0"
"5;9;2019 Monaco;11/05/2019;Tom Dillmann;8;NIO;NIO-NextEV;14;18;51;31861;0;0,0,0;0"
"5;9;2019 Monaco;11/05/2019;Daniel Abt;66;Audi;Audi;15;16;51;494001;0;0,0,0;0"
"5;9;2019 Monaco;11/05/2019;Sam Bird;2;Virgin-Audi;Virgin;99;14;50;99:99.999;1;0,0,0;0"
"5;9;2019 Monaco;11/05/2019;Robin Frijns;4;Virgin-Audi;Virgin;99;11;46;99:99.999;1;0,0,0;0"
"5;9;2019 Monaco;11/05/2019;António Félix da Costa;28;Andretti-BMW;BMW-Andretti;99;8;51;99:99.999;1;0,0,0;0"
"5;9;2019 Monaco;11/05/2019;Edoardo Mortara;48;Venturi;Venturi;99;21;29;99:99.999;1;0,0,0;0"
"5;9;2019 Monaco;11/05/2019;Lucas di Grassi;11;Audi;Audi;99;13;31;99:99.999;1;0,0,0;0"
"5;9;2019 Monaco;11/05/2019;Maximilian Günther;6;Dragon-Penske;Dragon;99;22;29;99:99.999;1;0,0,0;0"
"5;9;2019 Monaco;11/05/2019;Oliver Turvey;16;NIO;NIO-NextEV;99;15;32;99:99.999;1;0,0,0;0"
"5;10;2019 Berlin;25/05/2019;Lucas di Grassi;11;Audi;Audi;1;3;37;47:02.477;0;25,0,1;26"
"5;10;2019 Berlin;25/05/2019;Sébastien Buemi;23;e.Dams-Nissan;Nissan-Renault;2;1;37;1856;0;18,3,0;21"
"5;10;2019 Berlin;25/05/2019;Jean-Éric Vergne;25;Techeetah-DS;Techeetah;3;8;37;2522;0;15,0,0;15"
"5;10;2019 Berlin;25/05/2019;António Félix da Costa;28;Andretti-BMW;BMW-Andretti;4;7;37;5845;0;12,0,0;12"
"5;10;2019 Berlin;25/05/2019;Stoffel Vandoorne;5;HWA-Venturi;Mercedes;5;2;37;6336;0;10,0,0;10"
"5;10;2019 Berlin;25/05/2019;Daniel Abt;66;Audi;Audi;6;6;37;6551;0;8,0,0;8"
"5;10;2019 Berlin;25/05/2019;Alexander Sims;27;Andretti-BMW;BMW-Andretti;7;11;37;8235;0;6,0,0;6"
"5;10;2019 Berlin;25/05/2019;Oliver Rowland;22;e.Dams-Nissan;Nissan-Renault;8;12;37;10781;0;4,0,0;4"
"5;10;2019 Berlin;25/05/2019;Sam Bird;2;Virgin-Audi;Virgin;9;13;37;13153;0;2,0,0;2"
"5;10;2019 Berlin;25/05/2019;Pascal Wehrlein;94;Mahindra;Mahindra;10;10;37;14846;0;1,0,0;1"
"5;10;2019 Berlin;25/05/2019;Edoardo Mortara;48;Venturi;Venturi;11;16;37;15377;0;0,0,0;0"
"5;10;2019 Berlin;25/05/2019;Mitch Evans;20;Jaguar;Jaguar;12;18;37;17688;0;0,0,0;0"
"5;10;2019 Berlin;25/05/2019;Robin Frijns;4;Virgin-Audi;Virgin;13;22;37;21197;0;0,0,0;0"
"5;10;2019 Berlin;25/05/2019;Maximilian Günther;6;Dragon-Penske;Dragon;14;15;37;26154;0;0,0,0;0"
"5;10;2019 Berlin;25/05/2019;Felipe Massa;19;Venturi;Venturi;15;19;37;26684;0;0,0,0;0"
"5;10;2019 Berlin;25/05/2019;Gary Paffett;17;HWA-Venturi;Mercedes;16;4;37;27718;0;0,0,0;0"
"5;10;2019 Berlin;25/05/2019;Jérôme d'Ambrosio;64;Mahindra;Mahindra;17;9;37;27729;0;0,0,0;0"
"5;10;2019 Berlin;25/05/2019;Oliver Turvey;16;NIO;NIO-NextEV;18;14;37;32117;0;0,0,0;0"
"5;10;2019 Berlin;25/05/2019;Tom Dillmann;8;NIO;NIO-NextEV;19;17;37;33706;0;0,0,0;0"
"5;10;2019 Berlin;25/05/2019;José María López;7;Dragon-Penske;Dragon;20;20;37;46895;0;0,0,0;0"
"5;10;2019 Berlin;25/05/2019;Alex Lynn;3;Jaguar;Jaguar;99;5;23;99:99.999;1;0,0,0;0"
"5;10;2019 Berlin;25/05/2019;André Lotterer;36;Techeetah-DS;Techeetah;99;21;28;99:99.999;1;0,0,0;0"
"5;11;2019 Swiss;22/06/2019;Jean-Éric Vergne;25;Techeetah-DS;Techeetah;1;1;31;1:25:26.873;0;25,3,0;28"
"5;11;2019 Swiss;22/06/2019;Mitch Evans;20;Jaguar;Jaguar;2;2;31;+0.160;0;18,0,0;18"
"5;11;2019 Swiss;22/06/2019;Sébastien Buemi;23;e.Dams-Nissan;Nissan-Renault;3;3;31;+0.720;0;15,0,0;15"
"5;11;2019 Swiss;22/06/2019;Sam Bird;2;Virgin-Audi;Virgin;4;6;31;2996;0;12,0,1;13"
"5;11;2019 Swiss;22/06/2019;Maximilian Günther;6;Dragon-Penske;Dragon;5;5;31;4625;0;10,0,0;10"
"5;11;2019 Swiss;22/06/2019;Daniel Abt;66;Audi;Audi;6;7;31;6930;0;8,0,0;8"
"5;11;2019 Swiss;22/06/2019;Alex Lynn;3;Jaguar;Jaguar;7;10;31;9972;0;6,0,0;6"
"5;11;2019 Swiss;22/06/2019;Felipe Massa;19;Venturi;Venturi;8;12;31;12310;0;4,0,0;4"
"5;11;2019 Swiss;22/06/2019;Lucas di Grassi;11;Audi;Audi;9;19;31;13073;0;2,0,0;2"
"5;11;2019 Swiss;22/06/2019;Stoffel Vandoorne;5;HWA-Venturi;Mercedes;10;15;31;13386;0;1,0,0;1"
"5;11;2019 Swiss;22/06/2019;Alexander Sims;27;Andretti-BMW;BMW-Andretti;11;17;31;14714;0;0,0,0;0"
"5;11;2019 Swiss;22/06/2019;António Félix da Costa;28;Andretti-BMW;BMW-Andretti;12;20;31;189171;0;0,0,0;0"
"5;11;2019 Swiss;22/06/2019;Jérôme d'Ambrosio;64;Mahindra;Mahindra;13;11;31;21872;0;0,0,0;0"
"5;11;2019 Swiss;22/06/2019;André Lotterer;36;Techeetah-DS;Techeetah;14;8;31;231062;0;0,0,0;0"
"5;11;2019 Swiss;22/06/2019;Tom Dillmann;8;NIO;NIO-NextEV;15;21;31;40084;0;0,0,0;0"
"5;11;2019 Swiss;22/06/2019;Oliver Turvey;16;NIO;NIO-NextEV;16;22;31;46622;0;0,0,0;0"
"5;11;2019 Swiss;22/06/2019;Gary Paffett;17;HWA-Venturi;Mercedes;17;16;31;+1:22.512;0;0,0,0;0"
"5;11;2019 Swiss;22/06/2019;Edoardo Mortara;48;Venturi;Venturi;99;18;5;99:99.999;1;0,0,0;0"
"5;11;2019 Swiss;22/06/2019;José María López;7;Dragon-Penske;Dragon;99;14;31;99:99.999;1;0,0,0;0"
"5;11;2019 Swiss;22/06/2019;Oliver Rowland;22;e.Dams-Nissan;Nissan-Renault;99;13;21;99:99.999;1;0,0,0;0"
"5;11;2019 Swiss;22/06/2019;Pascal Wehrlein;94;Mahindra;Mahindra;99;4;11;99:99.999;1;0,0,0;0"
"5;11;2019 Swiss;22/06/2019;Robin Frijns;4;Virgin-Audi;Virgin;99;9;0;99:99.999;1;0,0,0;0"
"5;12;2019 New York City;13/07/2019;Sébastien Buemi;23;e.Dams-Nissan;Nissan-Renault;1;1;36;46:16.399;0;25,3,0;28"
"5;12;2019 New York City;13/07/2019;Mitch Evans;20;Jaguar;Jaguar;2;13;36;+0.932;0;18,0,0;18"
"5;12;2019 New York City;13/07/2019;António Félix da Costa;28;Andretti-BMW;BMW-Andretti;3;8;36;1216;0;15,0,0;15"
"5;12;2019 New York City;13/07/2019;Alexander Sims;27;Andretti-BMW;BMW-Andretti;4;5;36;2971;0;12,0,0;12"
"5;12;2019 New York City;13/07/2019;Lucas di Grassi;11;Audi;Audi;5;14;36;3537;0;10,0,0;10"
"5;12;2019 New York City;13/07/2019;Daniel Abt;66;Audi;Audi;6;4;36;4380;0;8,0,1;9"
"5;12;2019 New York City;13/07/2019;Pascal Wehrlein;94;Mahindra;Mahindra;7;2;36;6543;0;6,0,0;6"
"5;12;2019 New York City;13/07/2019;Sam Bird;2;Virgin-Audi;Virgin;8;6;36;138291;0;4,0,0;4"
"5;12;2019 New York City;13/07/2019;Jérôme d'Ambrosio;64;Mahindra;Mahindra;9;22;36;237192;0;2,0,0;2"
"5;12;2019 New York City;13/07/2019;Oliver Turvey;16;NIO;NIO-NextEV;10;17;36;25038;0;1,0,0;1"
"5;12;2019 New York City;13/07/2019;Gary Paffett;17;HWA-Venturi;Mercedes;11;15;36;27831;0;0,0,0;0"
"5;12;2019 New York City;13/07/2019;José María López;7;Dragon-Penske;Dragon;12;7;36;34729;0;0,0,0;0"
"5;12;2019 New York City;13/07/2019;Stoffel Vandoorne;5;HWA-Venturi;Mercedes;13;18;36;50564;0;0,0,0;0"
"5;12;2019 New York City;13/07/2019;Oliver Rowland;22;e.Dams-Nissan;Nissan-Renault;14;19;36;+1:23.962;0;0,0,0;0"
"5;12;2019 New York City;13/07/2019;Jean-Éric Vergne;25;Techeetah-DS;Techeetah;15;10;36;+1:34.508;0;0,0,0;0"
"5;12;2019 New York City;13/07/2019;André Lotterer;36;Techeetah-DS;Techeetah;16;16;35;+1 lap;0;0,0,0;0"
"5;12;2019 New York City;13/07/2019;Felipe Massa;19;Venturi;Venturi;99;20;35;99:99.999;1;0,0,0;0"
"5;12;2019 New York City;13/07/2019;Alex Lynn;3;Jaguar;Jaguar;99;3;18;99:99.999;1;0,0,0;0"
"5;12;2019 New York City;13/07/2019;Edoardo Mortara;48;Venturi;Venturi;99;21;27;99:99.999;1;0,0,0;0"
"5;12;2019 New York City;13/07/2019;Maximilian Günther;6;Dragon-Penske;Dragon;99;11;28;99:99.999;1;0,0,0;0"
"5;12;2019 New York City;13/07/2019;Robin Frijns;4;Virgin-Audi;Virgin;99;9;15;99:99.999;1;0,0,0;0"
"5;12;2019 New York City;13/07/2019;Tom Dillmann;8;NIO;NIO-NextEV;99;12;1;99:99.999;1;0,0,0;0"
"5;13;2019 New York City race 2;14/07/2019;Robin Frijns;4;Virgin-Audi;Virgin;1;2;36;47:22.289;0;25,0,0;25"
"5;13;2019 New York City race 2;14/07/2019;Alexander Sims;27;Andretti-BMW;BMW-Andretti;2;1;36;3200;0;18,3,0;21"
"5;13;2019 New York City race 2;14/07/2019;Sébastien Buemi;23;e.Dams-Nissan;Nissan-Renault;3;3;36;3912;0;15,0,0;15"
"5;13;2019 New York City race 2;14/07/2019;Sam Bird;2;Virgin-Audi;Virgin;4;4;36;4270;0;12,0,0;12"
"5;13;2019 New York City race 2;14/07/2019;Daniel Abt;66;Audi;Audi;5;6;36;4757;0;10,0,1;11"
"5;13;2019 New York City race 2;14/07/2019;Oliver Rowland;22;e.Dams-Nissan;Nissan-Renault;6;7;36;8382;0;8,0,0;8"
"5;13;2019 New York City race 2;14/07/2019;Jean-Éric Vergne;25;Techeetah-DS;Techeetah;7;12;36;9446;0;6,0,0;6"
"5;13;2019 New York City race 2;14/07/2019;Stoffel Vandoorne;5;HWA-Venturi;Mercedes;8;5;36;9738;0;4,0,0;4"
"5;13;2019 New York City race 2;14/07/2019;António Félix da Costa;28;Andretti-BMW;BMW-Andretti;9;14;36;11727;0;2,0,0;2"
"5;13;2019 New York City race 2;14/07/2019;Gary Paffett;17;HWA-Venturi;Mercedes;10;9;36;12251;0;1,0,0;1"
"5;13;2019 New York City race 2;14/07/2019;Jérôme d'Ambrosio;64;Mahindra;Mahindra;11;16;36;18944;0;0,0,0;0"
"5;13;2019 New York City race 2;14/07/2019;Pascal Wehrlein;94;Mahindra;Mahindra;12;17;36;27144;0;0,0,0;0"
"5;13;2019 New York City race 2;14/07/2019;Oliver Turvey;16;NIO;NIO-NextEV;13;15;36;28045;0;0,0,0;0"
"5;13;2019 New York City race 2;14/07/2019;Tom Dillmann;8;NIO;NIO-NextEV;14;20;36;28580;0;0,0,0;0"
"5;13;2019 New York City race 2;14/07/2019;Felipe Massa;19;Venturi;Venturi;15;22;36;28635;0;0,0,0;0"
"5;13;2019 New York City race 2;14/07/2019;Alex Lynn;3;Jaguar;Jaguar;16;21;36;414201;0;0,0,0;0"
"5;13;2019 New York City race 2;14/07/2019;Mitch Evans;20;Jaguar;Jaguar;17;8;36;+1:27.0091,2;0;0,0,0;0"
"5;13;2019 New York City race 2;14/07/2019;Lucas di Grassi;11;Audi;Audi;99;11;35;99:99.999;1;0,0,0;0"
"5;13;2019 New York City race 2;14/07/2019;Maximilian Günther;6;Dragon-Penske;Dragon;99;18;34;99:99.999;1;0,0,0;0"
"5;13;2019 New York City race 2;14/07/2019;André Lotterer;36;Techeetah-DS;Techeetah;99;19;3;99:99.999;1;0,0,0;0"
"5;13;2019 New York City race 2;14/07/2019;Edoardo Mortara;48;Venturi;Venturi;99;10;17;99:99.999;1;0,0,0;0"
"5;13;2019 New York City race 2;14/07/2019;José María López;7;Dragon-Penske;Dragon;99;13;2;99:99.999;1;0,0,0;0"
"6;1;2019 Diriyah;22/11/2019;Sam Bird;2;Virgin-Audi;Virgin;1;5;34;46:17.371;0;25,0,1;26"
"6;1;2019 Diriyah;22/11/2019;André Lotterer;36;Porsche;Porsche;2;7;34;1319;0;18,0,0;18"
"6;1;2019 Diriyah;22/11/2019;Stoffel Vandoorne;5;Mercedes;Mercedes;3;2;34;1672;0;15,0,0;15"
"6;1;2019 Diriyah;22/11/2019;Oliver Rowland;22;e.dams-Nissan;Nissan-Renault;4;8;34;1944;0;12,0,0;12"
"6;1;2019 Diriyah;22/11/2019;Robin Frijns;4;Virgin-Audi;Virgin;5;12;34;3983;0;10,0,0;10"
"6;1;2019 Diriyah;22/11/2019;Nyck de Vries;17;Mercedes;Mercedes;6;3;34;4560;0;8,0,0;8"
"6;1;2019 Diriyah;22/11/2019;Edoardo Mortara;48;Venturi-Mercedes;Venturi;7;4;34;5122;0;6,0,0;6"
"6;1;2019 Diriyah;22/11/2019;Alexander Sims;27;Andretti-BMW;BMW-Andretti;8;1;34;5715;0;4,3,0;7"
"6;1;2019 Diriyah;22/11/2019;Jérôme d'Ambrosio;64;Mahindra;Mahindra;9;6;34;6628;0;2,0,0;2"
"6;1;2019 Diriyah;22/11/2019;Mitch Evans;20;Jaguar;Jaguar;10;16;34;7048;0;1,0,1;2"
"6;1;2019 Diriyah;22/11/2019;Pascal Wehrlein;94;Mahindra;Mahindra;11;13;34;7460;0;0,0,0;0"
"6;1;2019 Diriyah;22/11/2019;Felipe Massa;19;Venturi-Mercedes;Venturi;12;17;34;8166;0;0,0,0;0"
"6;1;2019 Diriyah;22/11/2019;Lucas di Grassi;11;Audi;Audi;13;19;34;8404;0;0,0,0;0"
"6;1;2019 Diriyah;22/11/2019;António Félix da Costa;13;Techeetah-DS;Techeetah;14;21;34;8853;0;0,0,0;0"
"6;1;2019 Diriyah;22/11/2019;Oliver Turvey;3;NIO;NIO-NextEV;15;10;34;10172;0;0,0,0;0"
"6;1;2019 Diriyah;22/11/2019;James Calado;51;Jaguar;Jaguar;16;24;34;11572;0;0,0,0;0"
"6;1;2019 Diriyah;22/11/2019;Neel Jani;18;Porsche;Porsche;17;20;34;15429;0;0,0,0;0"
"6;1;2019 Diriyah;22/11/2019;Maximilian Günther;28;Andretti-BMW;BMW-Andretti;18;8;34;25662;0;0,0,0;0"
"6;1;2019 Diriyah;22/11/2019;Brendon Hartley;6;Dragon-Penske;Dragon;19;18;34;522191;0;0,0,0;0"
"6;1;2019 Diriyah;22/11/2019;Ma Qing Hua;33;NIO;NIO-NextEV;20;22;33;+1 lap2;0;0,0,0;0"
"6;1;2019 Diriyah;22/11/2019;Daniel Abt;66;Audi;Audi;99;15;29;99:99.999;1;0,0,0;0"
"6;1;2019 Diriyah;22/11/2019;Jean-Éric Vergne;25;Techeetah-DS;Techeetah;99;11;21;99:99.999;1;0,0,0;0"
"6;1;2019 Diriyah;22/11/2019;Nico Müller;7;Dragon-Penske;Dragon;99;23;0;99:99.999;1;0,0,0;0"
"6;1;2019 Diriyah;22/11/2019;Sébastien Buemi;23;e.dams-Nissan;Nissan-Renault;99;14;3;99:99.999;1;0,0,0;0"
"6;2;2019 Diriyah race 2;23/11/2019;Alexander Sims;27;Andretti-BMW;BMW-Andretti;1;1;30;46:48.327;0;25,3,0;28"
"6;2;2019 Diriyah race 2;23/11/2019;Lucas di Grassi;11;Audi;Audi;2;3;30;2817;0;18,0,0;18"
"6;2;2019 Diriyah race 2;23/11/2019;Stoffel Vandoorne;5;Mercedes;Mercedes;3;11;30;3581;0;15,0,0;15"
"6;2;2019 Diriyah race 2;23/11/2019;Edoardo Mortara;48;Venturi-Mercedes;Venturi;4;8;30;4294;0;12,0,0;12"
"6;2;2019 Diriyah race 2;23/11/2019;Oliver Rowland;22;e.dams-Nissan;Nissan-Renault;5;16;30;5475;0;10,0,0;10"
"6;2;2019 Diriyah race 2;23/11/2019;Daniel Abt;66;Audi;Audi;6;14;30;16942;0;8,0,0;8"
"6;2;2019 Diriyah race 2;23/11/2019;James Calado;51;Jaguar;Jaguar;7;21;30;17221;0;6,0,0;6"
"6;2;2019 Diriyah race 2;23/11/2019;Jean-Éric Vergne;25;Techeetah-DS;Techeetah;8;24;30;19394;0;4,0,0;4"
"6;2;2019 Diriyah race 2;23/11/2019;Brendon Hartley;6;Dragon-Penske;Dragon;9;19;30;20702;0;2,0,0;2"
"6;2;2019 Diriyah race 2;23/11/2019;António Félix da Costa;13;Techeetah-DS;Techeetah;10;5;30;22634;0;1,0,2;3"
"6;2;2019 Diriyah race 2;23/11/2019;Maximilian Günther;28;Andretti-BMW;BMW-Andretti;11;9;30;253831;0;0,0,0;0"
"6;2;2019 Diriyah race 2;23/11/2019;Sébastien Buemi;23;e.dams-Nissan;Nissan-Renault;12;2;30;262912;0;0,0,0;0"
"6;2;2019 Diriyah race 2;23/11/2019;Neel Jani;18;Porsche;Porsche;13;18;30;27493;0;0,0,0;0"
"6;2;2019 Diriyah race 2;23/11/2019;André Lotterer;36;Porsche;Porsche;14;10;30;290461;0;0,0,0;0"
"6;2;2019 Diriyah race 2;23/11/2019;Pascal Wehrlein;94;Mahindra;Mahindra;15;13;30;35290;0;0,0,0;0"
"6;2;2019 Diriyah race 2;23/11/2019;Nyck de Vries;17;Mercedes;Mercedes;16;23;30;363183;0;0,0,0;0"
"6;2;2019 Diriyah race 2;23/11/2019;Felipe Massa;19;Venturi-Mercedes;Venturi;17;15;30;457584;0;0,0,0;0"
"6;2;2019 Diriyah race 2;23/11/2019;Mitch Evans;20;Jaguar;Jaguar;18;6;30;+1:01.1051;0;0,0,0;0"
"6;2;2019 Diriyah race 2;23/11/2019;Ma Qing Hua;33;NIO;NIO-NextEV;19;20;30;+1:28.1655;0;0,0,0;0"
"6;2;2019 Diriyah race 2;23/11/2019;Jérôme d'Ambrosio;64;Mahindra;Mahindra;99;4;0;99:99.999;1;0,0,0;0"
"6;2;2019 Diriyah race 2;23/11/2019;Nico Müller;7;Dragon-Penske;Dragon;99;22;28;99:99.999;1;0,0,0;0"
"6;2;2019 Diriyah race 2;23/11/2019;Oliver Turvey;3;NIO;NIO-NextEV;99;17;30;99:99.999;1;0,0,0;0"
"6;2;2019 Diriyah race 2;23/11/2019;Robin Frijns;4;Virgin-Audi;Virgin;99;12;18;99:99.999;1;0,0,0;0"
"6;2;2019 Diriyah race 2;23/11/2019;Sam Bird;2;Virgin-Audi;Virgin;99;7;13;99:99.999;1;0,0,0;0"
"6;3;2020 Santiago;18/01/2020;Maximilian Günther;28;Andretti-BMW;BMW-Andretti;1;2;40;46:11.511;0;25,0,0;25"
"6;3;2020 Santiago;18/01/2020;António Félix da Costa;13;Techeetah-DS;Techeetah;2;10;40;2067;0;18,0,0;18"
"6;3;2020 Santiago;18/01/2020;Mitch Evans;20;Jaguar;Jaguar;3;1;40;5119;0;15,3,1;19"
"6;3;2020 Santiago;18/01/2020;Pascal Wehrlein;94;Mahindra;Mahindra;4;3;40;7050;0;12,0,0;12"
"6;3;2020 Santiago;18/01/2020;Nyck de Vries;17;Mercedes;Mercedes;5;8;40;98831;0;10,0,0;10"
"6;3;2020 Santiago;18/01/2020;Stoffel Vandoorne;5;Mercedes;Mercedes;6;9;40;11237;0;8,0,0;8"
"6;3;2020 Santiago;18/01/2020;Lucas di Grassi;11;Audi;Audi;7;22;40;14437;0;6,0,0;6"
"6;3;2020 Santiago;18/01/2020;James Calado;51;Jaguar;Jaguar;8;18;40;18255;0;4,0,0;4"
"6;3;2020 Santiago;18/01/2020;Felipe Massa;19;Venturi-Mercedes;Venturi;9;4;40;20430;0;2,0,0;2"
"6;3;2020 Santiago;18/01/2020;Sam Bird;2;Virgin-Audi;Virgin;10;16;40;21780;0;1,0,1;2"
"6;3;2020 Santiago;18/01/2020;Oliver Turvey;3;NIO;NIO-NextEV;11;5;40;27778;0;0,0,0;0"
"6;3;2020 Santiago;18/01/2020;Nico Müller;7;Dragon-Penske;Dragon;12;19;40;337862;0;0,0,0;0"
"6;3;2020 Santiago;18/01/2020;Sébastien Buemi;23;e.dams-Nissan;Nissan-Renault;13;6;40;432573;0;0,0,0;0"
"6;3;2020 Santiago;18/01/2020;Daniel Abt;66;Audi;Audi;14;13;40;471984;0;0,0,0;0"
"6;3;2020 Santiago;18/01/2020;Robin Frijns;4;Virgin-Audi;Virgin;15;21;39;+1 Lap;0;0,0,0;0"
"6;3;2020 Santiago;18/01/2020;Ma Qing Hua;33;NIO;NIO-NextEV;16;24;39;+1 Lap5;0;0,0,0;0"
"6;3;2020 Santiago;18/01/2020;Oliver Rowland;22;e.dams-Nissan;Nissan-Renault;17;23;36;+4 Laps;0;0,0,0;0"
"6;3;2020 Santiago;18/01/2020;Alexander Sims;27;Andretti-BMW;BMW-Andretti;99;15;4;99:99.999;1;0,0,0;0"
"6;3;2020 Santiago;18/01/2020;André Lotterer;36;Porsche;Porsche;99;14;28;99:99.999;1;0,0,0;0"
"6;3;2020 Santiago;18/01/2020;Brendon Hartley;6;Dragon-Penske;Dragon;99;17;35;99:99.999;1;0,0,0;0"
